,time,volume,mid_o,mid_h,mid_l,mid_c,bid_o,bid_h,bid_l,bid_c,ask_o,ask_h,ask_l,ask_c
470,2019-10-22 21:00:00-05:00,9737,1.11252,1.11404,1.11061,1.11309,1.11244,1.11393,1.11055,1.11259,1.11261,1.11415,1.11067,1.11359
471,2019-10-23 21:00:00-05:00,16393,1.11309,1.11628,1.10931,1.11046,1.11259,1.11621,1.10926,1.11038,1.11359,1.11635,1.10936,1.11053
472,2019-10-24 21:00:00-05:00,8795,1.11046,1.1123,1.1073,1.10795,1.11038,1.11225,1.10724,1.10758,1.11053,1.11236,1.10735,1.10832
473,2019-10-27 21:00:00-05:00,8160,1.10795,1.11066,1.10764,1.10997,1.10758,1.1106,1.10744,1.10991,1.10832,1.11072,1.1077,1.11003
474,2019-10-28 21:00:00-05:00,10538,1.10997,1.11185,1.10737,1.11113,1.10991,1.11179,1.10731,1.11095,1.11003,1.11191,1.10743,1.11131
475,2019-10-29 21:00:00-05:00,18842,1.11113,1.11516,1.10801,1.11503,1.11095,1.1151,1.10795,1.11494,1.11131,1.11522,1.10807,1.11512
476,2019-10-30 21:00:00-05:00,17347,1.11503,1.11756,1.11317,1.11514,1.11494,1.11749,1.1131,1.11464,1.11512,1.11764,1.11324,1.11564
477,2019-10-31 21:00:00-05:00,14603,1.11514,1.11718,1.11282,1.11654,1.11464,1.11713,1.11276,1.11637,1.11564,1.11724,1.11289,1.11672
478,2019-11-03 22:00:00-05:00,10780,1.11654,1.11756,1.11248,1.11282,1.11637,1.1175,1.11242,1.1127,1.11672,1.11761,1.11254,1.11294
479,2019-11-04 22:00:00-05:00,15313,1.11282,1.11403,1.10637,1.10742,1.1127,1.11397,1.10631,1.10733,1.11294,1.11409,1.10643,1.1075
480,2019-11-05 22:00:00-05:00,10889,1.10742,1.10928,1.10651,1.10664,1.10733,1.10922,1.10638,1.10655,1.1075,1.10934,1.10658,1.10672
481,2019-11-06 22:00:00-05:00,17423,1.10664,1.10917,1.1036,1.10498,1.10655,1.10911,1.10353,1.10485,1.10672,1.10923,1.10366,1.1051
482,2019-11-07 22:00:00-05:00,11193,1.10498,1.10555,1.10168,1.10192,1.10485,1.10549,1.10145,1.10145,1.1051,1.10561,1.10174,1.10238
483,2019-11-10 22:00:00-05:00,7152,1.10192,1.1043,1.10164,1.10332,1.10145,1.10424,1.10145,1.1032,1.10238,1.10436,1.10171,1.10345
484,2019-11-11 22:00:00-05:00,10506,1.10332,1.10386,1.10026,1.1009,1.1032,1.1038,1.1002,1.1008,1.10345,1.10401,1.10032,1.10099
485,2019-11-12 22:00:00-05:00,11458,1.1009,1.10204,1.09956,1.10068,1.1008,1.10198,1.0995,1.10055,1.10099,1.1021,1.09961,1.1008
486,2019-11-13 22:00:00-05:00,10363,1.10068,1.10277,1.09891,1.1021,1.10055,1.10271,1.09885,1.10195,1.1008,1.10283,1.09897,1.10225
487,2019-11-14 22:00:00-05:00,7957,1.1021,1.10569,1.10147,1.10514,1.10195,1.10563,1.10141,1.10479,1.10225,1.10575,1.10152,1.10549
488,2019-11-17 22:00:00-05:00,8292,1.10514,1.109,1.10502,1.10733,1.10479,1.10894,1.10457,1.10683,1.10549,1.10905,1.10518,1.10783
489,2019-11-18 22:00:00-05:00,7294,1.10733,1.1084,1.10627,1.10783,1.10683,1.10833,1.10621,1.10777,1.10783,1.10846,1.10633,1.10789
490,2019-11-19 22:00:00-05:00,10412,1.10783,1.10813,1.10532,1.10724,1.10777,1.10807,1.10526,1.10716,1.10789,1.1085,1.10538,1.10733
491,2019-11-20 22:00:00-05:00,9515,1.10724,1.1097,1.10522,1.10582,1.10716,1.10965,1.10515,1.10532,1.10733,1.10976,1.10528,1.10632
492,2019-11-21 22:00:00-05:00,11765,1.10582,1.10876,1.10146,1.10198,1.10532,1.10863,1.10139,1.10159,1.10632,1.1089,1.10152,1.10236
493,2019-11-24 22:00:00-05:00,8904,1.10198,1.10322,1.10036,1.10115,1.10159,1.10316,1.10029,1.10065,1.10236,1.10328,1.10042,1.10165
494,2019-11-25 22:00:00-05:00,9061,1.10115,1.10256,1.10072,1.10216,1.10065,1.10251,1.10057,1.10209,1.10165,1.10262,1.10079,1.10224
495,2019-11-26 22:00:00-05:00,9158,1.10216,1.10246,1.09924,1.09988,1.10209,1.10233,1.09919,1.09978,1.10224,1.10267,1.0993,1.09998
496,2019-11-27 22:00:00-05:00,6484,1.09988,1.10178,1.09988,1.10091,1.09978,1.10173,1.09958,1.10062,1.09998,1.10185,1.09998,1.1012
497,2019-11-28 22:00:00-05:00,7672,1.10091,1.10284,1.09812,1.10191,1.10062,1.10278,1.09806,1.10154,1.1012,1.1029,1.09819,1.10228
498,2019-12-01 22:00:00-05:00,11033,1.10191,1.10898,1.10031,1.10792,1.10154,1.10889,1.10024,1.10784,1.10228,1.10912,1.10037,1.108
499,2019-12-02 22:00:00-05:00,10303,1.10792,1.10936,1.1066,1.10822,1.10784,1.1093,1.10654,1.10807,1.108,1.10942,1.10665,1.10836
500,2019-12-03 22:00:00-05:00,13155,1.10822,1.11163,1.10668,1.10775,1.10807,1.11155,1.10662,1.10765,1.10836,1.11173,1.10674,1.10785
501,2019-12-04 22:00:00-05:00,9141,1.10775,1.1108,1.10775,1.1104,1.10765,1.11074,1.10764,1.11034,1.10785,1.11087,1.10785,1.11047
502,2019-12-05 22:00:00-05:00,10222,1.1104,1.11096,1.104,1.10599,1.11034,1.1109,1.10394,1.10549,1.11047,1.11103,1.10406,1.10649
503,2019-12-08 22:00:00-05:00,5884,1.10599,1.1078,1.10534,1.10638,1.10549,1.10774,1.10528,1.10632,1.10649,1.10786,1.10541,1.10645
504,2019-12-09 22:00:00-05:00,8015,1.10638,1.10977,1.10629,1.10932,1.10632,1.10971,1.10622,1.10909,1.10645,1.10983,1.10636,1.10956
505,2019-12-10 22:00:00-05:00,11909,1.10932,1.11448,1.10704,1.11299,1.10909,1.11442,1.10699,1.11291,1.10956,1.11454,1.1071,1.11307
506,2019-12-11 22:00:00-05:00,16882,1.11299,1.11544,1.1103,1.11308,1.11291,1.11538,1.11024,1.11268,1.11307,1.1155,1.11037,1.11349
507,2019-12-12 22:00:00-05:00,27846,1.11308,1.11996,1.11122,1.11209,1.11268,1.11985,1.11114,1.11171,1.11349,1.1201,1.11128,1.11247
508,2019-12-15 22:00:00-05:00,10448,1.11209,1.1158,1.11209,1.1144,1.11171,1.11574,1.11171,1.11429,1.11247,1.11586,1.11236,1.11451
509,2019-12-16 22:00:00-05:00,11699,1.1144,1.11746,1.11294,1.11509,1.11429,1.1174,1.11287,1.11495,1.11451,1.11753,1.113,1.11523
510,2019-12-17 22:00:00-05:00,9511,1.11509,1.11542,1.11106,1.11138,1.11495,1.11533,1.11099,1.11125,1.11523,1.11565,1.11112,1.1115
511,2019-12-18 22:00:00-05:00,11117,1.11138,1.11443,1.11074,1.11208,1.11125,1.11437,1.11067,1.11174,1.1115,1.11449,1.1108,1.11242
512,2019-12-19 22:00:00-05:00,9282,1.11208,1.11252,1.10664,1.10765,1.11174,1.11242,1.10657,1.10715,1.11242,1.11277,1.1067,1.10815
513,2019-12-22 22:00:00-05:00,8254,1.10765,1.10958,1.107,1.10896,1.10715,1.10952,1.10694,1.10888,1.10815,1.10964,1.10706,1.10904
514,2019-12-23 22:00:00-05:00,7187,1.10896,1.1094,1.10691,1.10882,1.10888,1.10933,1.10684,1.1086,1.10904,1.10946,1.10698,1.10903
515,2019-12-25 22:00:00-05:00,3177,1.10882,1.1109,1.10824,1.10966,1.1086,1.11084,1.10818,1.10955,1.10903,1.11097,1.10831,1.10976
516,2019-12-26 22:00:00-05:00,12157,1.10966,1.11883,1.10964,1.11758,1.10955,1.11877,1.10924,1.11708,1.10976,1.11889,1.10976,1.11808
517,2019-12-29 22:00:00-05:00,12912,1.11758,1.12208,1.11718,1.11992,1.11708,1.12202,1.11668,1.11974,1.11808,1.12214,1.11751,1.1201
518,2019-12-30 22:00:00-05:00,12004,1.11992,1.12392,1.1198,1.1212,1.11974,1.12386,1.11955,1.12083,1.1201,1.12411,1.11996,1.12157
519,2020-01-01 22:00:00-05:00,12704,1.1212,1.12247,1.11636,1.11728,1.12083,1.1224,1.1163,1.11721,1.12157,1.1226,1.11642,1.11735
520,2020-01-02 22:00:00-05:00,14490,1.11728,1.11799,1.11249,1.11592,1.11721,1.11793,1.11243,1.11542,1.11735,1.11805,1.11255,1.11642
521,2020-01-05 22:00:00-05:00,10729,1.11592,1.12056,1.11573,1.11972,1.11542,1.12051,1.11542,1.11964,1.11642,1.12063,1.11579,1.11979
522,2020-01-06 22:00:00-05:00,13260,1.11972,1.11974,1.11336,1.11512,1.11964,1.11965,1.1133,1.11462,1.11979,1.11992,1.11342,1.11562
523,2020-01-07 22:00:00-05:00,19074,1.11512,1.11684,1.11016,1.11038,1.11462,1.11675,1.10999,1.10999,1.11562,1.11692,1.11024,1.11076
524,2020-01-08 22:00:00-05:00,11044,1.11038,1.11204,1.10926,1.11062,1.10999,1.11198,1.10917,1.11047,1.11076,1.1121,1.10934,1.11077
525,2020-01-09 22:00:00-05:00,11269,1.11062,1.1129,1.10851,1.11205,1.11047,1.11285,1.10844,1.11155,1.11077,1.11296,1.10858,1.11255
526,2020-01-12 22:00:00-05:00,36632,1.11205,1.11472,1.11126,1.11346,1.11155,1.11464,1.11119,1.11332,1.11255,1.11479,1.11133,1.11361
527,2020-01-13 22:00:00-05:00,44621,1.11346,1.11446,1.11044,1.11274,1.11332,1.1144,1.11038,1.11245,1.11361,1.11452,1.1105,1.11304
528,2020-01-14 22:00:00-05:00,38985,1.11274,1.11636,1.11184,1.11499,1.11245,1.11629,1.11178,1.11487,1.11304,1.11642,1.11189,1.11511
529,2020-01-15 22:00:00-05:00,41949,1.11499,1.11726,1.11279,1.11364,1.11487,1.11719,1.11272,1.11341,1.11511,1.11734,1.11286,1.11388
530,2020-01-16 22:00:00-05:00,38183,1.11364,1.11426,1.10864,1.10902,1.11341,1.11419,1.10858,1.10874,1.11388,1.11433,1.10869,1.10929
531,2020-01-19 22:00:00-05:00,22822,1.10902,1.11026,1.10766,1.1095,1.10874,1.11019,1.10761,1.10937,1.10929,1.11033,1.10772,1.10962
532,2020-01-20 22:00:00-05:00,38986,1.1095,1.1118,1.10811,1.10822,1.10937,1.11174,1.10802,1.10812,1.10962,1.11186,1.10817,1.10833
533,2020-01-21 22:00:00-05:00,41211,1.10822,1.10984,1.10702,1.10936,1.10812,1.10978,1.10696,1.10912,1.10833,1.10991,1.10708,1.10959
534,2020-01-22 22:00:00-05:00,58325,1.10936,1.11088,1.10364,1.10563,1.10912,1.11082,1.10358,1.10513,1.10959,1.11095,1.10369,1.10613
535,2020-01-23 22:00:00-05:00,46040,1.10563,1.10618,1.10198,1.10252,1.10513,1.10612,1.10188,1.10222,1.10613,1.10632,1.10208,1.10282
536,2020-01-26 22:00:00-05:00,42617,1.10252,1.10376,1.10098,1.10188,1.10222,1.1037,1.10092,1.10177,1.10282,1.1039,1.10104,1.102
537,2020-01-27 22:00:00-05:00,37630,1.10188,1.10254,1.0998,1.10221,1.10177,1.10247,1.09974,1.10213,1.102,1.10262,1.09985,1.10229
538,2020-01-28 22:00:00-05:00,38930,1.10221,1.10277,1.09924,1.10111,1.10213,1.10271,1.09917,1.10091,1.10229,1.10283,1.09931,1.10131
539,2020-01-29 22:00:00-05:00,47467,1.10111,1.10394,1.10069,1.10316,1.10091,1.10388,1.10063,1.103,1.10131,1.10401,1.10075,1.10333
540,2020-01-30 22:00:00-05:00,51966,1.10316,1.10956,1.10171,1.10945,1.103,1.10946,1.10165,1.10904,1.10333,1.10986,1.10177,1.10986
541,2020-02-02 22:00:00-05:00,52067,1.10945,1.10956,1.10355,1.10607,1.10904,1.10946,1.10306,1.10557,1.10986,1.10986,1.10368,1.10657
542,2020-02-03 22:00:00-05:00,46425,1.10607,1.10642,1.1033,1.10444,1.10557,1.10636,1.10323,1.10434,1.10657,1.10657,1.10336,1.10453
543,2020-02-04 22:00:00-05:00,50768,1.10444,1.1048,1.09937,1.09987,1.10434,1.10474,1.0993,1.09975,1.10453,1.10486,1.09943,1.09999
544,2020-02-05 22:00:00-05:00,45243,1.09987,1.1014,1.09646,1.09816,1.09975,1.10134,1.09638,1.09802,1.09999,1.10147,1.09652,1.09831
545,2020-02-06 22:00:00-05:00,55337,1.09816,1.0985,1.0942,1.09463,1.09802,1.09844,1.09414,1.09433,1.09831,1.09878,1.09426,1.09493
546,2020-02-09 22:00:00-05:00,39485,1.09463,1.09576,1.09078,1.09107,1.09433,1.09569,1.09072,1.09097,1.09493,1.09582,1.09084,1.09117
547,2020-02-10 22:00:00-05:00,43638,1.09107,1.09249,1.08914,1.09153,1.09097,1.09243,1.08904,1.09146,1.09117,1.09255,1.08924,1.0916
548,2020-02-11 22:00:00-05:00,44921,1.09153,1.09256,1.08654,1.08734,1.09146,1.09251,1.08646,1.08719,1.0916,1.09264,1.08661,1.08748
549,2020-02-12 22:00:00-05:00,46598,1.08734,1.08889,1.0834,1.084,1.08719,1.08883,1.08334,1.08388,1.08748,1.08895,1.08347,1.08413
550,2020-02-13 22:00:00-05:00,40667,1.084,1.08612,1.08273,1.0831,1.08388,1.08606,1.08265,1.08292,1.08413,1.08619,1.0828,1.08327
551,2020-02-16 22:00:00-05:00,24244,1.0831,1.08511,1.08293,1.08351,1.08292,1.08505,1.08287,1.08312,1.08327,1.08517,1.08299,1.0839
552,2020-02-17 22:00:00-05:00,51028,1.08351,1.08375,1.07855,1.07916,1.08312,1.08367,1.07847,1.07905,1.0839,1.08406,1.07862,1.07927
553,2020-02-18 22:00:00-05:00,46917,1.07916,1.08118,1.07822,1.08064,1.07905,1.08112,1.07815,1.08047,1.07927,1.08124,1.07828,1.0808
554,2020-02-19 22:00:00-05:00,61577,1.08064,1.08212,1.0778,1.07848,1.08047,1.08207,1.07773,1.0783,1.0808,1.08218,1.07786,1.07866
555,2020-02-20 22:00:00-05:00,62556,1.07848,1.08636,1.07848,1.08474,1.0783,1.0863,1.07816,1.08459,1.07866,1.08642,1.07863,1.08488
556,2020-02-23 22:00:00-05:00,81578,1.08474,1.08721,1.08051,1.08542,1.08459,1.08715,1.08045,1.08515,1.08488,1.08727,1.08057,1.0857
557,2020-02-24 22:00:00-05:00,89605,1.08542,1.08904,1.08302,1.08813,1.08515,1.08897,1.08296,1.08799,1.0857,1.08911,1.08307,1.08827
558,2020-02-25 22:00:00-05:00,94587,1.08813,1.0909,1.08551,1.08804,1.08799,1.09083,1.08545,1.08794,1.08827,1.09097,1.08557,1.08814
559,2020-02-26 22:00:00-05:00,120016,1.08804,1.10066,1.08791,1.1001,1.08794,1.10058,1.08741,1.09996,1.08814,1.10073,1.08807,1.10024
560,2020-02-27 22:00:00-05:00,154999,1.1001,1.10532,1.0951,1.10277,1.09996,1.10525,1.09504,1.10227,1.10024,1.10538,1.09516,1.10327
561,2020-03-01 22:00:00-05:00,175716,1.10277,1.11848,1.10277,1.11327,1.10227,1.11841,1.10227,1.11315,1.10327,1.11855,1.10327,1.11339
562,2020-03-02 22:00:00-05:00,168508,1.11327,1.12139,1.10954,1.11728,1.11315,1.12128,1.10947,1.11692,1.11339,1.1215,1.1096,1.11764
563,2020-03-03 22:00:00-05:00,108592,1.11728,1.11876,1.10955,1.11356,1.11692,1.1187,1.10947,1.11321,1.11764,1.11883,1.10962,1.11391
564,2020-03-04 22:00:00-05:00,109486,1.11356,1.1245,1.11196,1.12362,1.11321,1.12444,1.1119,1.12355,1.11391,1.12457,1.11203,1.1237
565,2020-03-05 22:00:00-05:00,197876,1.12362,1.13548,1.12116,1.12839,1.12355,1.13541,1.12104,1.12796,1.1237,1.13555,1.12125,1.12882
566,2020-03-08 21:00:00-05:00,237991,1.12839,1.14963,1.12839,1.144,1.12796,1.14918,1.12796,1.1435,1.12882,1.15013,1.12882,1.1445
567,2020-03-09 21:00:00-05:00,266055,1.144,1.14584,1.12749,1.12808,1.1435,1.14574,1.12741,1.12779,1.1445,1.14617,1.12756,1.12838
568,2020-03-10 21:00:00-05:00,200209,1.12808,1.13667,1.12575,1.12697,1.12779,1.1366,1.12568,1.12681,1.12838,1.13674,1.12582,1.12713
569,2020-03-11 21:00:00-05:00,251527,1.12697,1.13338,1.10554,1.11858,1.12681,1.1333,1.10537,1.11842,1.12713,1.13347,1.10563,1.11873
570,2020-03-12 21:00:00-05:00,192719,1.11858,1.12213,1.1055,1.11054,1.11842,1.12203,1.10543,1.11004,1.11873,1.12223,1.10557,1.11104
571,2020-03-15 21:00:00-05:00,259307,1.11054,1.12367,1.10692,1.11827,1.11004,1.12358,1.10642,1.1179,1.11104,1.12378,1.10742,1.11864
572,2020-03-16 21:00:00-05:00,223099,1.11827,1.11894,1.09548,1.0997,1.1179,1.11884,1.09538,1.09957,1.11864,1.11904,1.09558,1.09984
573,2020-03-17 21:00:00-05:00,247909,1.0997,1.10453,1.08018,1.09158,1.09957,1.10444,1.0801,1.09108,1.09984,1.10465,1.08026,1.09208
574,2020-03-18 21:00:00-05:00,302305,1.09158,1.09817,1.06551,1.06926,1.09108,1.098,1.06541,1.06901,1.09208,1.09837,1.0656,1.0695
575,2020-03-19 21:00:00-05:00,261510,1.06926,1.08312,1.06377,1.06964,1.06901,1.083,1.06365,1.06914,1.0695,1.08324,1.06384,1.07014
576,2020-03-22 21:00:00-05:00,244301,1.06964,1.08284,1.0636,1.07264,1.06914,1.08273,1.06346,1.07218,1.07014,1.08294,1.06374,1.07309
577,2020-03-23 21:00:00-05:00,181210,1.07264,1.0888,1.0723,1.07886,1.07218,1.08873,1.07187,1.07861,1.07309,1.08888,1.07267,1.07912
578,2020-03-24 21:00:00-05:00,170729,1.07886,1.0894,1.07605,1.08822,1.07861,1.08933,1.07594,1.08801,1.07912,1.0895,1.07616,1.08842
579,2020-03-25 21:00:00-05:00,173865,1.08822,1.10588,1.08702,1.10325,1.08801,1.1058,1.08688,1.10311,1.08842,1.10599,1.08717,1.10339
580,2020-03-26 21:00:00-05:00,169217,1.10325,1.11476,1.09536,1.11415,1.10311,1.11458,1.09528,1.11365,1.10339,1.11493,1.09543,1.11465
581,2020-03-29 21:00:00-05:00,135178,1.11415,1.11448,1.101,1.10464,1.11365,1.11437,1.10091,1.10426,1.11465,1.11465,1.10108,1.10503
582,2020-03-30 21:00:00-05:00,173820,1.10464,1.10535,1.09267,1.10336,1.10426,1.10499,1.09259,1.10286,1.10503,1.10585,1.09274,1.10386
583,2020-03-31 21:00:00-05:00,130418,1.10336,1.10387,1.09028,1.09632,1.10286,1.10368,1.09021,1.09609,1.10386,1.10411,1.09034,1.09655
584,2020-04-01 21:00:00-05:00,133964,1.09632,1.09684,1.08208,1.08576,1.09609,1.09666,1.082,1.08545,1.09655,1.09725,1.08215,1.08608
585,2020-04-02 21:00:00-05:00,110597,1.08576,1.08648,1.07728,1.08056,1.08545,1.08616,1.0772,1.08006,1.08608,1.08679,1.07736,1.08106
586,2020-04-05 21:00:00-05:00,100143,1.08056,1.08356,1.07684,1.0793,1.08006,1.08347,1.07677,1.07909,1.08106,1.08365,1.07691,1.07951
587,2020-04-06 21:00:00-05:00,111064,1.0793,1.09265,1.07836,1.08918,1.07909,1.09249,1.07827,1.08905,1.07951,1.09281,1.07845,1.08932
588,2020-04-07 21:00:00-05:00,98504,1.08918,1.09021,1.08301,1.0857,1.08905,1.09013,1.08293,1.08538,1.08932,1.09029,1.08308,1.08602
589,2020-04-08 21:00:00-05:00,112281,1.0857,1.09518,1.0841,1.09293,1.08538,1.09512,1.08404,1.09283,1.08602,1.09525,1.08416,1.09303
590,2020-04-09 21:00:00-05:00,16319,1.09293,1.0953,1.09198,1.09357,1.09283,1.09513,1.09168,1.09307,1.09303,1.09557,1.09214,1.09407
591,2020-04-12 21:00:00-05:00,59415,1.09357,1.09679,1.08926,1.09111,1.09307,1.0967,1.08919,1.09061,1.09407,1.09688,1.08934,1.09161
592,2020-04-13 21:00:00-05:00,90557,1.09111,1.09872,1.09061,1.0981,1.09061,1.09866,1.09011,1.09785,1.09161,1.09879,1.09103,1.09835
593,2020-04-14 21:00:00-05:00,92509,1.0981,1.09911,1.08565,1.09106,1.09785,1.09887,1.08558,1.09062,1.09835,1.09961,1.08572,1.09151
594,2020-04-15 21:00:00-05:00,99349,1.09106,1.09112,1.08168,1.08395,1.09062,1.09103,1.0816,1.08367,1.09151,1.09151,1.08175,1.08423
595,2020-04-16 21:00:00-05:00,98481,1.08395,1.08925,1.0812,1.08739,1.08367,1.08918,1.08114,1.08689,1.08423,1.08937,1.08127,1.08789
596,2020-04-19 21:00:00-05:00,76672,1.08739,1.08968,1.08412,1.0863,1.08689,1.08961,1.08403,1.0862,1.08789,1.08981,1.08422,1.08641
597,2020-04-20 21:00:00-05:00,94433,1.0863,1.08804,1.08165,1.08578,1.0862,1.08797,1.08155,1.08548,1.08641,1.08828,1.08175,1.08609
598,2020-04-21 21:00:00-05:00,66606,1.08578,1.08854,1.08032,1.08236,1.08548,1.08847,1.08026,1.08226,1.08609,1.08879,1.08039,1.08246
599,2020-04-22 21:00:00-05:00,104725,1.08236,1.08468,1.07562,1.07777,1.08226,1.0846,1.07554,1.07756,1.08246,1.08481,1.07569,1.07798
600,2020-04-23 21:00:00-05:00,85765,1.07777,1.08298,1.07272,1.08232,1.07756,1.08281,1.07265,1.08182,1.07798,1.08315,1.07279,1.08282
601,2020-04-26 21:00:00-05:00,73064,1.08232,1.08604,1.08114,1.08288,1.08182,1.08597,1.08106,1.08268,1.08282,1.0861,1.08122,1.08307
602,2020-04-27 21:00:00-05:00,77732,1.08288,1.08886,1.08096,1.08201,1.08268,1.08878,1.08089,1.08187,1.08307,1.08893,1.08104,1.08215
603,2020-04-28 21:00:00-05:00,83074,1.08201,1.08858,1.08189,1.08758,1.08187,1.08851,1.08151,1.08708,1.08215,1.08865,1.08207,1.08808
604,2020-04-29 21:00:00-05:00,117964,1.08758,1.09725,1.0833,1.0952,1.08708,1.09714,1.08322,1.09506,1.08808,1.09743,1.08337,1.09534
605,2020-04-30 21:00:00-05:00,71075,1.0952,1.10192,1.09346,1.09794,1.09506,1.10176,1.09339,1.09744,1.09534,1.10208,1.09352,1.09844
606,2020-05-03 21:00:00-05:00,79410,1.09794,1.09794,1.08958,1.09054,1.09744,1.09744,1.08951,1.09004,1.09844,1.09844,1.08964,1.09104
607,2020-05-04 21:00:00-05:00,74242,1.09054,1.09258,1.08261,1.08376,1.09004,1.09245,1.08243,1.08358,1.09104,1.09285,1.08269,1.08395
608,2020-05-05 21:00:00-05:00,78416,1.08376,1.0846,1.0782,1.07956,1.08358,1.0844,1.07813,1.0794,1.08395,1.08502,1.07827,1.07972
609,2020-05-06 21:00:00-05:00,89541,1.07956,1.08342,1.07667,1.08324,1.0794,1.08334,1.07661,1.08309,1.07972,1.08351,1.07673,1.08338
610,2020-05-07 21:00:00-05:00,63094,1.08324,1.08755,1.08151,1.08384,1.08309,1.08747,1.08144,1.08334,1.08338,1.08763,1.08157,1.08434
611,2020-05-10 21:00:00-05:00,76724,1.08384,1.08506,1.08008,1.0807,1.08334,1.08498,1.07994,1.08046,1.08434,1.08515,1.0802,1.08094
612,2020-05-11 21:00:00-05:00,80891,1.0807,1.08852,1.07845,1.08474,1.08046,1.08845,1.07838,1.08464,1.08094,1.08859,1.07852,1.08485
613,2020-05-12 21:00:00-05:00,90827,1.08474,1.08965,1.08116,1.08186,1.08464,1.08957,1.0811,1.08176,1.08485,1.08974,1.08123,1.08196
614,2020-05-13 21:00:00-05:00,82259,1.08186,1.0824,1.0775,1.08046,1.08176,1.08234,1.07742,1.08036,1.08196,1.08247,1.07757,1.08057
615,2020-05-14 21:00:00-05:00,80077,1.08046,1.0851,1.0789,1.08197,1.08036,1.08503,1.07883,1.08147,1.08057,1.08518,1.07896,1.08247
616,2020-05-17 21:00:00-05:00,78142,1.08197,1.09271,1.07998,1.0915,1.08147,1.09264,1.07991,1.09128,1.08247,1.09279,1.08004,1.09171
617,2020-05-18 21:00:00-05:00,81974,1.0915,1.09762,1.09022,1.09234,1.09128,1.09756,1.09016,1.0922,1.09171,1.09768,1.09029,1.09247
618,2020-05-19 21:00:00-05:00,73646,1.09234,1.09991,1.09191,1.0979,1.0922,1.09984,1.09172,1.0978,1.09247,1.09998,1.09199,1.098
619,2020-05-20 21:00:00-05:00,73792,1.0979,1.10085,1.09372,1.09505,1.0978,1.10078,1.09363,1.0949,1.098,1.10092,1.0938,1.0952
620,2020-05-21 21:00:00-05:00,65498,1.09505,1.09538,1.08854,1.09024,1.0949,1.09531,1.08848,1.08974,1.0952,1.09567,1.08861,1.09073
621,2020-05-24 21:00:00-05:00,34234,1.09024,1.09146,1.08706,1.08969,1.08974,1.09139,1.08698,1.08944,1.09073,1.09152,1.08713,1.08994
622,2020-05-25 21:00:00-05:00,75745,1.08969,1.09959,1.08924,1.09822,1.08944,1.09952,1.08891,1.0981,1.08994,1.09967,1.08933,1.09833
623,2020-05-26 21:00:00-05:00,118351,1.09822,1.1031,1.09338,1.10091,1.0981,1.10303,1.0933,1.10082,1.09833,1.10318,1.09347,1.101
624,2020-05-27 21:00:00-05:00,106298,1.10091,1.10938,1.09917,1.10773,1.10082,1.10931,1.0991,1.10755,1.101,1.10945,1.09924,1.10791
625,2020-05-28 21:00:00-05:00,121545,1.10773,1.11454,1.10699,1.11053,1.10755,1.11447,1.10675,1.11003,1.10791,1.11461,1.10707,1.11103
626,2020-05-31 21:00:00-05:00,97930,1.11053,1.11542,1.11004,1.11345,1.11003,1.11534,1.10998,1.11328,1.11103,1.11551,1.11011,1.11362
627,2020-06-01 21:00:00-05:00,117118,1.11345,1.11962,1.11154,1.11692,1.11328,1.11955,1.11147,1.11681,1.11362,1.11969,1.11161,1.11702
628,2020-06-02 21:00:00-05:00,127219,1.11692,1.1258,1.11669,1.12332,1.11681,1.12572,1.11658,1.12322,1.11702,1.1259,1.11679,1.12343
629,2020-06-03 21:00:00-05:00,138198,1.12332,1.13626,1.11946,1.13364,1.12322,1.13618,1.11939,1.13352,1.12343,1.13634,1.11954,1.13375
630,2020-06-04 21:00:00-05:00,126671,1.13364,1.13839,1.12784,1.12916,1.13352,1.13833,1.12775,1.12904,1.13375,1.13848,1.12792,1.12928
631,2020-06-07 21:00:00-05:00,102514,1.12916,1.132,1.12683,1.12942,1.12904,1.13192,1.12676,1.1293,1.12928,1.13209,1.1269,1.12955
632,2020-06-08 21:00:00-05:00,116774,1.12942,1.13638,1.1241,1.13384,1.1293,1.13632,1.12402,1.13376,1.12955,1.13645,1.12418,1.13393
633,2020-06-09 21:00:00-05:00,134159,1.13384,1.14224,1.13218,1.13751,1.13376,1.14211,1.13196,1.13713,1.13393,1.14237,1.13239,1.13789
634,2020-06-10 21:00:00-05:00,154090,1.13751,1.14036,1.12886,1.12981,1.13713,1.14028,1.12853,1.12967,1.13789,1.14045,1.12894,1.12995
635,2020-06-11 21:00:00-05:00,152589,1.12981,1.13406,1.12126,1.12554,1.12967,1.13399,1.12119,1.12504,1.12995,1.13413,1.12133,1.12604
636,2020-06-14 21:00:00-05:00,148242,1.12554,1.13327,1.12266,1.13228,1.12504,1.1332,1.12256,1.13219,1.12604,1.13334,1.12276,1.13236
637,2020-06-15 21:00:00-05:00,134691,1.13228,1.13534,1.12276,1.12632,1.13219,1.13527,1.12267,1.12623,1.13236,1.13541,1.12284,1.1264
638,2020-06-16 21:00:00-05:00,121786,1.12632,1.12942,1.1207,1.12436,1.12623,1.12934,1.12061,1.12417,1.1264,1.12949,1.12078,1.12454
639,2020-06-17 21:00:00-05:00,114201,1.12436,1.12615,1.11855,1.12049,1.12417,1.12608,1.11847,1.12036,1.12454,1.12623,1.11863,1.12062
